HL_E
Existing Configuration
HL_E.FLD

 DIST    B Horz   B Vert   B PROD    B MAX   E Horz   E Vert   E PROD    E MAX
 (Ft)     (mG)     (mG)     (mG)      (mG)   (kV/m)   (kV/m)   (kV/m)   (V/m)
 ----    ------   ------   ------    -----   ------   ------   ------   ------
  27.00  198.277  114.733  229.079  228.015    0.308    2.914    2.930    2.930
  28.00  202.425  100.954  226.202  225.187    0.248    3.008    3.019    3.018
  29.00  204.924   87.028  222.638  221.682    0.187    3.080    3.086    3.085
  30.00  205.826   73.243  218.469  217.581    0.129    3.128    3.131    3.131
  31.00  205.229   59.870  213.783  212.966    0.078    3.154    3.155    3.155
  32.00  203.267   47.171  208.669  207.924    0.052    3.159    3.160    3.159
  33.00  200.101   35.429  203.214  202.540    0.074    3.145    3.146    3.146
  34.00  195.904   25.061  197.501  196.896    0.112    3.113    3.115    3.115
  35.00  190.853   16.981  191.607  191.067    0.149    3.067    3.070    3.070
  36.00  185.122   13.351  185.603  185.124    0.182    3.007    3.013    3.012
  37.00  178.875   15.559  179.550  179.126    0.210    2.937    2.944    2.944
  38.00  172.260   20.723  173.502  173.128    0.233    2.858    2.868    2.867
  39.00  165.410   26.401  167.503  167.174    0.251    2.773    2.784    2.784
  40.00  158.439   31.769  161.592  161.303    0.264    2.683    2.696    2.696
  41.00  151.444   36.583  155.799  155.546    0.272    2.590    2.604    2.604
  42.00  144.503   40.783  150.148  149.926    0.277    2.495    2.510    2.510
  43.00  137.681   44.376  144.656  144.462    0.279    2.399    2.416    2.416
  44.00  131.028   47.399  139.338  139.168    0.278    2.304    2.321    2.321
  45.00  124.580   49.897  134.201  134.052    0.275    2.210    2.227    2.227
  46.00  118.365   51.921  129.252  129.122    0.270    2.117    2.135    2.134
  47.00  112.401   53.521  124.493  124.379    0.264    2.027    2.044    2.044
  48.00  106.700   54.746  119.925  119.825    0.257    1.939    1.956    1.956
  49.00  101.265   55.641  115.545  115.457    0.249    1.854    1.871    1.871
  50.00   96.099   56.248  111.350  111.272    0.240    1.772    1.789    1.789
  51.00   91.198   56.604  107.336  107.268    0.231    1.694    1.709    1.709
  52.00   86.556   56.744  103.498  103.438    0.221    1.618    1.633    1.633
  53.00   82.166   56.699   99.830   99.777    0.212    1.546    1.561    1.561
  54.00   78.019   56.495   96.325   96.279    0.203    1.477    1.491    1.491
  55.00   74.104   56.157   92.978   92.937    0.193    1.411    1.424    1.424
  56.00   70.411   55.705   89.782   89.745    0.184    1.348    1.361    1.361
  57.00   66.929   55.158   86.729   86.696    0.176    1.289    1.301    1.301
  58.00   63.647   54.533   83.814   83.785    0.167    1.232    1.243    1.243
  59.00   60.554   53.843   81.030   81.004    0.159    1.178    1.189    1.189
  60.00   57.639   53.100   78.370   78.347    0.151    1.127    1.137    1.137
  61.00   54.892   52.316   75.829   75.808    0.143    1.078    1.087    1.087
  62.00   52.303   51.499   73.401   73.382    0.136    1.032    1.041    1.041
  63.00   49.862   50.657   71.080   71.063    0.129    0.988    0.996    0.996
  64.00   47.561   49.797   68.860   68.845    0.123    0.946    0.954    0.954
  65.00   45.390   48.924   66.737   66.724    0.117    0.906    0.914    0.914
  66.00   43.342   48.045   64.706   64.693    0.111    0.869    0.876    0.876
  67.00   41.408   47.162   62.761   62.750    0.105    0.833    0.840    0.840
  68.00   39.582   46.281   60.899   60.889    0.100    0.799    0.806    0.806
  69.00   37.857   45.402   59.115   59.106    0.095    0.767    0.773    0.773
  70.00   36.227   44.530   57.405   57.397    0.090    0.737    0.742    0.742
  71.00   34.685   43.666   55.766   55.758    0.086    0.708    0.713    0.713
  72.00   33.227   42.812   54.193   54.187    0.081    0.680    0.685    0.685
  73.00   31.846   41.970   52.684   52.678    0.077    0.654    0.658    0.658
  74.00   30.538   41.141   51.236   51.231    0.074    0.629    0.633    0.633
  75.00   29.299   40.325   49.845   49.840    0.070    0.605    0.609    0.609
  76.00   28.124   39.523   48.508   48.504    0.067    0.583    0.586    0.586
  77.00   27.010   38.737   47.224   47.220    0.064    0.561    0.565    0.565
  78.00   25.952   37.966   45.988   45.984    0.061    0.541    0.544    0.544
  79.00   24.948   37.211   44.800   44.796    0.058    0.521    0.524    0.524
  80.00   23.994   36.471   43.656   43.653    0.055    0.502    0.505    0.505
  81.00   23.087   35.748   42.555   42.552    0.052    0.485    0.487    0.487
  82.00   22.224   35.041   41.494   41.491    0.050    0.468    0.470    0.470
  83.00   21.403   34.349   40.472   40.469    0.048    0.452    0.454    0.454
  84.00   20.622   33.674   39.487   39.484    0.046    0.436    0.438    0.438
  85.00   19.877   33.014   38.536   38.534    0.044    0.421    0.424    0.424
  86.00   19.168   32.370   37.620   37.618    0.042    0.407    0.409    0.409
  87.00   18.491   31.742   36.735   36.733    0.040    0.394    0.396    0.396
  88.00   17.846   31.128   35.881   35.879    0.038    0.381    0.383    0.383
  89.00   17.230   30.530   35.056   35.054    0.036    0.369    0.370    0.370
  90.00   16.641   29.946   34.259   34.257    0.035    0.357    0.358    0.358
  91.00   16.079   29.376   33.489   33.487    0.033    0.345    0.347    0.347
  92.00   15.542   28.820   32.744   32.742    0.032    0.335    0.336    0.336
  93.00   15.028   28.278   32.023   32.022    0.031    0.324    0.326    0.326
  94.00   14.537   27.749   31.326   31.325    0.029    0.314    0.316    0.316
  95.00   14.067   27.234   30.652   30.651    0.028    0.305    0.306    0.306
  96.00   13.616   26.731   29.999   29.998    0.027    0.296    0.297    0.297
  97.00   13.185   26.240   29.366   29.365    0.026    0.287    0.288    0.288
  98.00   12.771   25.761   28.753   28.753    0.025    0.278    0.280    0.280
  99.00   12.375   25.295   28.160   28.159    0.024    0.270    0.271    0.271
 100.00   11.994   24.839   27.584   27.583    0.023    0.263    0.264    0.264
